SnO2 ● Tin Oxide
Wavelength = 0.9764Å
35.4	2.04
35.425	2.41
35.45	2.96
35.475	3.89
35.5	5.53
35.525	8.44
35.55	13.27
35.575	20.53
35.6	30.1
35.625	40.75
35.65	49.66
35.675	52.89
35.7	48.54
35.725	39.11
35.75	28.48
35.775	19.21
35.8	12.34
35.825	7.85
35.85	5.17
35.875	3.66
35.9	2.8
35.925	2.28
35.95	1.93
35.975	1.66
36.0	1.46
36.025	1.32
36.05	1.18
36.075	1.07
36.1	0.98
36.125	0.9
36.15	0.83
36.175	0.78
36.2	0.73
36.225	0.68
36.25	0.65
36.275	0.61
36.3	0.61
36.325	0.58
36.35	0.56
36.375	0.54
36.4	0.52
36.425	0.51
36.45	0.49
36.475	0.48
36.5	0.47
36.525	0.46
36.55	0.45
36.575	0.45
36.6	0.44
36.625	0.44
36.65	0.43
36.675	0.43
36.7	0.43
36.725	0.43
36.75	0.43
36.775	0.43
36.8	0.43
36.825	0.43
36.85	0.43
36.875	0.44
36.9	0.44
36.925	0.45
36.95	0.45
36.975	0.46
37.0	0.42
37.025	0.43
37.05	0.44
37.075	0.45
37.1	0.46
37.125	0.48
37.15	0.49
37.175	0.51
37.2	0.53
37.225	0.56
37.25	0.58
37.275	0.61
37.3	0.64
37.325	0.67
37.35	0.71
37.375	0.75
37.4	0.8
37.425	0.86
37.45	0.92
37.475	0.99
37.5	1.07
37.525	1.16
37.55	1.26
37.575	1.39
37.6	1.53
37.625	1.7
37.65	1.91
37.675	2.16
37.7	2.44
37.725	2.82
37.75	3.32
37.775	4.0
37.8	5.04
37.825	6.78
37.85	9.85
37.875	15.24
37.9	24.1
37.925	37.25
37.95	54.36
37.975	73.03
38.0	88.12
38.025	92.78
38.05	84.26
38.075	67.36
38.1	48.79
38.125	32.79
38.15	21.02
38.175	13.36
38.2	8.84
38.225	6.3
38.25	4.88
38.275	4.07
38.3	3.59
38.325	3.35
38.35	3.29
38.375	3.33
38.4	3.45
38.425	3.47
38.45	3.29
38.475	2.92
38.5	2.46
38.525	2.04
38.55	1.7
38.575	1.45
38.6	1.28
38.625	1.17
38.65	1.1
38.675	1.04
38.7	1.01
38.725	0.98
38.75	0.96
38.775	0.94
38.8	0.94
38.825	0.93
38.85	0.94
38.875	0.94
38.9	0.96
38.925	0.97
38.95	0.98
38.975	1.01
39.0	1.04
39.025	1.09
39.05	1.14
39.075	1.19
39.1	1.26
39.125	1.34
39.15	1.43
39.175	1.54
39.2	1.66
39.225	1.81
39.25	1.98
39.275	2.19
39.3	2.44
39.325	2.74
39.35	3.12
39.375	3.6
39.4	4.25
39.425	5.21
39.45	6.77
39.475	9.48
39.5	14.26
39.525	22.29
39.55	34.57
39.575	51.19
39.6	70.43
39.625	87.86
39.65	96.58
39.675	91.72
39.7	76.17
39.725	56.96
39.75	39.39
39.775	25.88
39.8	16.79
39.825	11.3
39.85	8.23
39.875	6.56
39.9	5.63
39.925	5.11
39.95	4.81
39.975	4.67
40.0	4.66
40.025	4.79
40.05	5.05
40.075	5.48
40.1	6.16
40.125	7.28
40.15	9.22
40.175	12.74
40.2	19.02
40.225	29.54
40.25	45.48
40.275	66.74
40.3	90.82
40.325	111.77
40.35	120.84
40.375	112.82
40.4	92.31
40.425	68.14
40.45	46.48
40.475	30.06
40.5	19.1
40.525	12.47
